chain_families,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.4406,0.4688,0.5625,0.3438,0.5,0.25,0.4688,0.5625,0.25,0.5,0.25,0.5,1.0,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0.75,0.5,0.75
extension -> iteration,0.4875,0.45,0.425,0.425,0.6,0.0,0.45,0.425,0.6,0.6,0.6,0.6,1.0,0.2,0.4,0.4,0.6,0.6,0.4,0.2,0.4,0.6,0.6,0.2,0.4,0.4,0.6,0.6,0.4,0.2,0.4,0.6,0.6
extension -> partitioning,0.6333,0.8333,0.6667,0.6667,0.3333,0.0,0.8333,0.6667,0.0,0.3333,0.0,0.3333,1.0,0.3333,1.0,1.0,0.6667,1.0,0.6667,0.6667,0.6667,0.6667,0.6667,0.3333,1.0,1.0,0.6667,1.0,0.6667,0.6667,0.6667,0.6667,0.6667
extension -> reindexing,0.6172,0.6406,0.8281,0.5781,0.625,0.25,0.6406,0.8281,0.875,0.625,0.875,0.625,1.0,0.375,0.625,0.625,0.75,0.75,0.75,0.875,0.75,0.875,0.875,0.375,0.625,0.625,0.75,0.75,0.75,0.875,0.75,0.875,0.875
iteration,0.6,0.75,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0
iteration -> extension,0.84,0.975,0.9,0.7,0.8,0.2,0.975,0.9,1.0,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.8,1.0,0.8
iteration -> partitioning,0.85,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
iteration -> permutation,0.6,0.6,0.8,0.6,0.6,0.2,0.6,0.8,0.6,0.6,0.6,0.6,1.0,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8
iteration -> reindexing,0.4781,0.4688,0.7188,0.4688,0.5,0.25,0.4688,0.7188,0.625,0.5,0.625,0.5,1.0,0.5,0.375,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.375,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75
partitioning,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partitioning -> extension,0.25,0.1562,0.5,0.5,0.125,0.0,0.1562,0.5,0.0,0.125,0.0,0.125,1.0,0.25,0.25,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.5
partitioning -> iteration,0.3167,0.1667,0.5,0.5,0.3333,0.0,0.1667,0.5,0.0,0.3333,0.0,0.3333,1.0,0.1667,0.1667,0.1667,0.1667,0.1667,0.5,0.5,0.5,0.5,0.5,0.1667,0.1667,0.1667,0.1667,0.1667,0.5,0.5,0.5,0.5,0.5
partitioning -> permutation,0.225,0.1875,0.0,0.0,0.5,0.5,0.1875,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
