chain_families,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.2438,0.0938,0.25,0.25,0.5,0.0,0.0938,0.25,0.0,0.6667,0.0,0.6667,0.75,0.0,0.0,0.0,0.25,0.25,0.3333,0.5,0.1667,0.0,0.3333,0.0,0.0,0.0,0.25,0.25,0.3333,0.5,0.1667,0.0,0.3333
extension -> iteration,0.0875,0.0,0.125,0.125,0.1667,0.0,0.0,0.125,0.1667,0.1667,0.1667,0.1667,1.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.1667,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.1667,0.1667,0.1667
extension -> partitioning,0.35,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
extension -> reindexing,0.1438,0.1719,0.25,0.125,0.125,0.125,0.1719,0.25,0.125,0.125,0.125,0.125,1.0,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25
iteration,0.4531,0.5,0.4375,0.0938,0.75,0.5,0.5,0.4375,0.75,0.75,0.75,0.75,1.0,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.75
iteration -> extension,0.2406,0.25,0.2917,0.2917,0.25,0.0,0.25,0.2917,0.0,0.3333,0.0,0.3333,0.75,0.25,0.25,0.25,0.25,0.25,0.0,0.3333,0.3333,0.3333,0.3333,0.25,0.25,0.25,0.25,0.25,0.0,0.3333,0.3333,0.3333,0.3333
iteration -> partitioning,0.2525,0.2,0.375,0.375,0.2,0.0,0.2,0.375,0.2,0.2,0.2,0.2,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4
iteration -> permutation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iteration -> reindexing,0.0982,0.125,0.1607,0.1607,0.0,0.0,0.125,0.1607,0.0,0.0,0.0,0.0,1.0,0.0,0.1429,0.1429,0.1429,0.1429,0.2857,0.1429,0.1429,0.1429,0.1429,0.0,0.1429,0.1429,0.1429,0.1429,0.2857,0.1429,0.1429,0.1429,0.1429
partitioning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
